Air_Humidity,Air_Temperature,Soil_Temperature,Water_Level,UV_Light,Soil_Moisture
61.20408127,30.85969812,10.02829128,25.04324429,1.957134149,79.02203176
62.80261676,25.03327581,32.71451741,20.97926449,5.160618224,76.87426677
41.09126733,30.57938078,39.55621978,27.30476048,9.102271993,67.4449702
88.17507767,20.92667717,34.29739361,44.16480655,0.435465778,84.00862833
76.5079694,39.15523192,23.80619854,39.91376474,7.65804088,75.71044552
86.36993649,20.57330864,37.11301784,8.779527563,5.724732279,85.30623316
83.68964103,17.5489887,22.29543019,45.0639139,4.254491166,86.48342364
65.87399873,28.08738079,25.74802253,26.2295218,7.440804441,73.20882178
85.3124541,34.74922319,24.31389302,38.47379652,9.658244244,84.08707157
35.30955012,28.13150475,23.42871618,11.30176541,2.292062112,62.44163188
41.75897175,23.30262396,33.25572308,35.18237866,1.436473651,76.04004015
32.71363733,31.74513552,25.80306722,15.63467079,9.128817452,69.11693455
49.51981985,25.41007006,19.50151366,24.72714037,6.689530775,74.48200419
53.32063738,42.9860307,17.74474503,5.758829154,4.379860216,69.46414697
46.28094191,42.67935419,11.13241951,11.82247871,5.732595703,73.84255829
79.72425055,30.0711546,27.49585486,9.143622191,7.456139052,76.87581372
51.4051996,24.83651982,16.89884246,15.78848778,7.730318987,73.52314174
46.85607058,37.11397242,14.44401766,9.500814051,9.198941808,66.4540363
62.56176499,16.1013883,29.61489891,36.1359512,4.268427889,88.9141124
38.4554535,29.24307018,30.43627773,6.306795599,2.9341091,76.11567051
78.13181885,25.08970183,32.56464677,32.79832253,6.396642668,74.84365715
34.47303862,42.61607655,25.10730689,11.33185239,4.157278993,67.38070407
89.2132162,15.36009082,36.82163816,47.53226557,5.945984539,93.43573953
76.33468616,31.58444627,38.0902826,46.98923329,4.199857985,85.57815705
41.92294089,37.21990743,34.22112819,15.14763961,1.529957867,68.43625993
30.33132703,29.55053963,29.06780446,32.64895842,4.694267517,66.4115598
78.92768571,17.5620909,19.11162861,6.260239376,6.909178219,94.03734668
72.41144063,44.1738417,39.48834765,46.93048444,7.992838077,72.03622554
73.74043008,30.54031294,18.22408502,28.53442887,4.933262768,92.45834251
76.2762208,33.42558733,16.07970766,6.945041814,1.652378902,87.08671871
34.4426791,22.09829348,23.26462341,20.41249969,4.146877096,73.73972135
51.50794371,29.50494255,11.70521712,8.458225784,7.862939288,69.3431708
36.95214357,27.87448476,39.35483394,22.68249977,4.128592706,64.72141094
81.78620555,17.24687526,27.65300669,35.1466854,6.965307936,80.41592463
67.39788761,18.18481061,26.70856275,26.14504586,5.072136817,82.68108352
49.85388149,40.12417559,29.6738884,22.26749786,2.412231251,72.62474444
33.81350102,22.19459857,24.91070943,10.36206705,7.96150508,70.86165166
48.6589393,20.84874814,10.96190551,16.02225706,0.842134541,86.75269914
49.51099932,30.14734354,28.36933867,9.506447948,5.248902828,73.69406783
73.7763707,38.06241394,31.48521631,41.33744292,2.088910342,73.95363539
68.25344828,16.85839556,22.50247182,11.08579226,0.670656285,87.7162056
83.23276455,32.30423759,32.71886716,31.79180149,5.029339371,82.62268485
58.33289551,18.57631329,16.81003898,20.42331861,4.995621559,83.54757258
37.17565476,16.09383152,16.63829773,15.16902731,7.069009017,77.70393866
72.79468723,16.58231856,14.84250963,33.77607978,7.447506931,83.75449165
75.64710292,40.02492325,21.15984279,25.56510392,7.277914887,73.37365341
63.67663185,18.53917451,35.41036106,23.00654603,4.095587329,92.40539914
76.2580308,16.35454093,34.83736186,31.67834022,6.316897872,91.3482397
59.62773578,28.13699661,21.48472624,27.10704328,5.769452426,69.84589173
61.36396976,40.31980416,27.67356208,18.65678938,4.215617561,59.19348462
55.6524611,22.87225129,31.62448949,30.15775795,5.972126942,76.92682611
31.5251476,27.65137853,17.23620324,35.12743594,9.472478767,72.86298734
36.47348562,16.19767598,15.04423258,6.201192136,1.928937437,76.46307702
31.88575114,28.47235542,39.1628798,25.9642278,9.057720958,68.98217693
68.18462468,32.32839242,28.5267194,7.595747806,0.53455514,78.67029808
48.86135886,32.12721161,39.44247166,13.38824363,3.083892129,68.65744427
60.51424147,24.97280077,20.13267961,30.22289303,2.881452486,84.26933102
84.45398844,24.46599542,31.090951,43.97850119,6.263651079,81.72016922
44.95753375,18.19870857,16.6781091,44.72625556,1.312249518,79.09385261
54.62297538,26.00394962,17.83600514,8.147480456,8.823476118,79.63916264
75.33306831,17.98484007,25.35706364,23.85972888,8.285514085,85.06490241
43.72788993,37.99787834,19.58854377,31.23529174,6.520658197,77.13733714
34.61879459,43.98822893,15.02864692,11.6181457,4.584138318,67.02126626
47.38508717,44.1022337,17.88642106,39.44444975,9.329560421,67.99937006
39.67327724,40.95213298,11.07245183,38.49058663,8.307465547,65.64091686
85.78185914,33.02376448,31.13270864,45.65034562,4.993151481,85.37264656
78.48722277,36.02597092,24.76349971,5.381870544,7.018733545,76.15994915
68.00422539,23.55617408,12.82729199,14.75079098,5.669299522,85.20189113
82.28763541,33.92311261,15.15081979,42.22340214,5.879422384,77.76133617
78.22032461,28.66948648,13.07603614,35.17610229,3.309760694,90.3894496
41.19420353,29.46052019,28.37778425,45.24754342,4.620846046,71.55712918
83.55353991,37.73329681,12.82631091,7.573084454,0.781214308,93.23423098
62.36053451,23.45755067,32.62846999,31.86337846,3.573486917,90.98578817
78.44640931,24.54118835,10.61532758,30.60709587,6.958285154,90.1735463
83.765478,42.73925373,17.48127364,6.605348736,9.532160305,76.79302424
49.0802085,16.68672885,36.72000028,28.10849346,9.630641128,70.45411906
36.60311547,29.56902895,31.55593954,32.42841401,5.557228691,72.1860898
43.67610975,42.38402401,12.18904999,13.60819284,6.066222518,68.09794473
55.62646732,33.31089023,34.63378313,17.29983124,1.857211855,75.0530279
79.08088596,31.39221223,24.79105365,33.81563058,6.953081081,88.93765345
81.643835,22.49232538,35.40349082,26.07354264,0.706587927,81.76153803
30.41712783,25.29826467,28.02219323,43.61061459,2.846856858,65.11130378
60.64483815,40.56145247,30.45499096,20.40717947,6.683633473,67.96614394
55.04466019,31.77654395,39.80504681,16.99968463,3.103101315,75.52888194
43.32646863,30.44226581,16.97006638,49.31896732,0.498468741,76.95774311
37.19192204,17.98739141,28.71836724,46.00110966,8.318704094,68.61428326
50.25691028,15.48084469,23.8096417,6.304673525,3.103300071,85.11616687
86.57458223,43.91055566,11.18355859,39.68278769,0.631052249,75.52190013
49.39217592,26.30958502,10.43411925,9.965064822,0.747881645,75.08817539
61.1274373,33.09639186,13.57685733,6.236833767,2.517587988,77.49034201
72.18113753,17.3914522,29.47275222,17.31629822,1.780159472,83.5848447
51.81777614,35.49342857,27.01489264,17.12056456,7.743001178,73.747737
88.30692496,42.97700126,26.60288683,41.86934431,3.216840467,79.82815572
87.7468377,32.26995759,10.95570288,36.98002607,8.04695785,93.60695469
45.10693775,18.78345967,24.07908989,49.17242423,1.738459978,77.39322269
59.83491035,32.45164582,37.73868454,37.01808051,4.928791795,71.59438581
48.05269859,37.99041639,21.92775608,23.8214999,6.880371336,74.33481468
47.09042966,27.1924961,28.74767409,36.45174474,6.519908539,71.7187786
32.21321684,41.39513244,33.39456027,49.97565802,6.011294099,67.35299538
66.57386004,34.4604886,33.51775837,36.95638472,9.248216019,75.04321668
60.16074139,41.97746755,25.57840247,39.27566102,2.285251477,59.26577521
33.08872507,33.70515934,35.73855836,47.22642568,4.937192045,69.83930143
46.71878785,18.93863916,21.7413428,10.11430676,8.839925501,81.22571208
84.49595316,24.29075133,36.66079644,36.71529321,0.778937656,90.31633896
44.37371344,21.05384845,17.20681499,43.28626811,0.558882683,69.56538184
38.69369233,42.26479493,18.40649221,47.94703701,2.333022876,62.54625283
59.36716562,37.81200202,11.59361873,14.49361804,6.330212195,71.10981588
89.13902725,35.29195107,33.8674551,27.67680535,2.598796264,77.07711628
44.52331629,24.02898959,22.51165709,35.62496814,1.902398838,84.7888218
70.32813284,20.52134316,16.87349842,16.13604783,4.588023154,85.56902014
75.69717692,37.69353264,16.95370833,32.02127885,6.135980688,77.8344481
44.25825264,29.22473838,37.04199824,16.59104521,2.48557707,73.02251768
73.69298092,21.77368656,35.01749801,20.00556592,3.006911867,85.86129498
52.06698796,33.49865934,26.60592656,24.86834134,6.135593048,54.42088063
67.93834984,16.21001556,28.48332401,28.81355444,9.45738422,79.56509099
68.01178265,24.78510762,24.22976712,25.22146422,6.747417274,73.40211776
62.14648104,29.05670984,21.74999629,27.19379839,7.829041436,78.63550403
35.4173862,19.43875002,37.46430644,18.43649403,3.668100948,70.50127711
80.11814974,44.53963433,13.76838111,12.15342923,2.722543594,77.99987192
49.2468039,21.27292094,22.55340369,7.13074898,4.542677432,67.41723025
41.19111062,18.9105939,20.33685724,13.81904251,8.071328287,74.05687235
32.44650849,21.10604622,24.94452161,31.18746387,4.562996418,77.94247781
65.45357659,38.07183399,23.72895624,40.37519515,8.467254088,79.51471051
70.65386171,27.76516978,25.56668595,12.61614188,9.887719807,81.83946561
30.99526974,31.96247819,14.19756932,9.8849911,0.720266657,63.51239483
60.7255835,15.63027471,25.39424505,38.71806622,0.454101561,91.43905708
43.58974651,16.03293926,17.27256442,18.73212487,1.495897029,84.6275939
68.71036742,28.37476649,15.52994047,47.81747477,3.843696757,81.19631501
40.46198574,39.4996573,11.94502656,37.14430868,1.310422091,59.35041135
71.45626429,41.55716636,32.87957676,19.70402213,8.706644776,75.3676976
53.20412078,17.60119703,22.82325763,18.02942365,0.23146251,79.54256954
86.20379932,31.15089306,28.7993105,28.56642738,3.157927163,84.99348941
38.25125665,42.39689059,31.8278003,8.561510073,1.846946295,63.51456243
50.46398106,26.63918263,30.37949996,10.29544307,9.315393302,79.70952061
36.80841127,39.88697494,24.11502157,12.91360466,6.694810049,62.97127265
85.4816171,19.01086963,21.63695587,39.8625617,9.120302565,88.08797016
82.6403612,43.06183469,21.27879729,28.12358117,9.723287103,83.00919367
45.47649766,37.54269953,29.20146391,5.475520525,4.970982437,63.75180256
69.59904276,43.24003178,24.84383065,35.30824374,2.34319108,77.42526863
79.03333201,35.29851701,35.47396744,24.06605804,1.937287862,77.19795385
63.3120487,25.90211796,36.24105953,27.98835642,2.229188617,72.88995847
61.7790347,43.14543518,15.11681134,14.63523095,7.085933076,71.10906226
44.51113745,23.26700329,14.08700955,29.83020028,0.404457281,82.19918034
35.58616607,24.96517566,28.91202778,49.06189579,0.51361073,78.97396134
83.83294548,36.02425254,19.03677244,8.305011095,6.081429424,88.27130104
84.02508343,37.95948899,10.55712156,17.77628298,6.420571467,80.07430727
67.98608744,42.88210452,36.65928008,15.93489168,6.652629243,64.0256201
50.34178746,21.14407227,16.80702302,16.18471898,3.718805046,78.08787898
50.95257448,38.93994106,37.87841955,22.04178609,8.059448887,59.10868458
73.55734073,37.1563816,31.52303353,41.81494031,5.336245877,73.96297537
83.8266156,16.91383669,32.8796047,46.07864105,1.0546563,87.98495646
83.22518546,26.61669424,16.04384487,14.09967894,7.970993071,88.89949334
76.79253275,23.48296371,17.02583277,29.43274721,9.530677863,73.04916437
68.52189877,24.13471273,25.63803261,33.66045375,0.60036313,79.45342176
35.0483979,44.48840639,15.16299558,28.48223635,3.913513387,60.04472018
39.69772285,34.2833224,19.16295078,24.53343774,4.875160448,74.92063758
83.91325131,36.53028473,19.64387434,13.63889776,1.464707601,76.82495323
66.38574358,44.29852912,14.788898,26.96987116,8.677089478,72.47112992
30.5518231,26.31605347,16.155485,23.05466725,2.841496449,70.99918254
36.08829257,39.05520505,33.65655526,40.80035131,7.830085399,66.65075267
69.81010615,28.0359289,15.01587564,39.36219616,6.70994482,84.21707366
30.30369503,41.08601015,10.85372176,11.02994065,5.980458225,64.59139445
39.64848309,20.41972624,28.88064828,8.983357365,1.921428487,72.36664638
62.92402736,43.43058531,39.27949358,45.86692745,2.207035206,59.16149024
71.51371186,21.56315125,19.93641444,29.0978775,0.473484047,87.7312897
69.11767557,24.78661521,13.5596711,43.60104218,2.407124298,87.31966012
43.45615857,37.68576702,27.11161976,7.616800425,3.454436095,59.51552761
72.73075328,26.81265425,37.19062633,28.69320274,8.331453039,71.47372156
44.23494525,33.2463413,33.52185339,29.27419316,3.663926667,69.73902144
49.52398189,28.33720503,28.67547605,43.73159146,7.546217828,73.63071814
74.78948431,37.27109811,19.4516949,9.39244992,4.394422813,73.19995158
68.97797394,21.84993757,26.2564052,15.82005037,7.84868312,78.50734554
80.95340463,16.75373962,12.73734524,23.29422412,9.762716004,80.27415194
69.45677354,23.99788192,30.36836273,43.96286639,2.398415581,88.69137184
64.0985162,29.22925995,31.75288057,47.24974918,8.62341612,68.31561029
35.62048607,20.04060157,38.95094869,49.67260788,6.218240863,73.09965591
52.06294818,25.64391869,17.81192076,48.16370689,8.172942616,75.79056043
45.91214206,26.99949055,10.55369257,5.267379013,6.515859023,82.00478332
44.6393786,16.72175531,26.36825393,7.146875365,4.239495073,74.10021665
88.38063329,32.49921745,31.20371513,11.64230686,2.280749394,83.41780203
53.58586348,41.53030284,33.71222428,20.69879435,0.700352253,59.79588732
83.52279331,19.55228739,15.81216799,42.34631139,5.355183645,80.28355306
67.86831756,32.9342404,17.85258607,45.16952879,9.903260945,79.34322139
77.68867821,34.94217615,25.37772776,13.40754828,7.38041805,68.88267342
60.15822559,27.58004041,19.9180243,32.88488682,3.273455414,77.82337277
64.61423308,36.03292762,35.8153446,46.28128933,8.272048001,75.95239523
59.55106163,27.3219463,24.21280461,25.86792812,7.689840002,80.01927269
41.71457927,30.13911864,33.98735932,9.659460738,2.816357934,66.19787198
73.34712692,15.22059134,27.41859281,25.60161425,0.143074898,80.9103782
46.84634175,35.75160342,33.19270425,21.9107706,1.181626385,71.61438372
31.45895799,34.84028037,19.9801896,30.99460982,8.773061903,71.22356845
68.72833775,16.15202632,34.94249866,24.7396408,8.365630353,78.8965459
40.62664076,26.04750322,18.23716947,5.780566708,2.952090009,70.31940643
86.42751506,44.37095522,26.38296424,49.729898,2.851954263,74.70089254
87.23571462,27.62209688,16.4202134,29.4593107,7.928649871,88.76220687
84.89186341,30.05836215,24.26579565,26.313384,9.377374699,87.97685697
52.20952202,42.29790474,19.54525629,47.95778172,7.791372568,61.29026989
30.92739699,36.51785628,18.00110292,12.01371654,6.05578677,57.50534662
85.69911376,32.46210393,39.00955054,13.51569211,2.426713503,92.40606826
55.6910489,38.93414044,14.80222316,41.36066371,5.257479141,71.29019422
87.99928914,40.93098799,33.61977512,16.7373986,2.335118586,79.54075427
87.81719863,28.70664215,39.52494878,40.96521978,8.080114201,77.39514887
81.18056733,29.25325095,10.59704451,17.21900673,3.869610795,88.51010305
47.66693352,26.58152807,30.97082242,6.49344336,8.33697217,76.28066704
53.10586372,44.0011842,17.58735417,28.26566257,3.81609218,70.38624017
81.06820029,35.91498763,11.21463473,13.85088954,8.241494052,89.52773209
49.01532031,17.49669199,22.08668737,39.10308318,3.333178152,78.57191842
40.1695648,40.8887887,38.05653431,33.8539835,4.401327046,60.92022505
63.40807575,29.41679823,10.35295283,46.56212006,6.154884193,80.93851112
86.16928645,17.06261719,27.63657076,40.23447608,0.70287614,93.83582096
71.7617878,31.49151765,25.04189436,13.13491797,9.482070618,78.1213067
64.20367021,27.51492837,36.20152493,41.00712065,5.736057861,69.54683361
35.83058963,41.33248215,12.52005144,33.87816702,5.078200147,67.1102213
66.9004336,21.11983811,30.4457809,35.10282388,8.393939711,78.19261104
89.40323101,39.79393828,30.40329095,42.45182987,8.657627299,74.47540598
38.40504091,31.73066074,30.07240051,30.82208311,5.222604045,67.71507046
61.09977914,16.6383091,38.27003485,25.97015815,9.272623258,73.84010948
82.64238432,44.15535904,34.69262587,33.64884659,0.647377661,69.84060292
74.44611707,30.37845732,11.25918179,18.4080843,1.132257923,71.36252213
71.82094446,23.72630563,24.13248552,13.2168709,5.9678823,91.20566714
72.14904504,29.08220526,21.93859169,32.74645271,3.540658618,84.07828569
51.56946907,40.73573351,19.30441663,15.52317661,4.642251662,68.80136937
47.61551066,24.14709373,23.54010175,8.596179921,3.280792179,72.85465292
78.56166933,20.78029189,21.52582555,5.024938306,4.047253114,72.87412709
78.60680368,18.87213741,22.970017,32.37437306,8.226463471,82.61873923
82.02433911,23.93578195,39.37785597,21.29669526,5.934761999,85.96926645
84.79443315,38.40144261,12.65898924,38.85399368,9.973445493,84.42730411
60.68054393,29.14879096,37.6669261,21.88293792,7.868791978,76.16032566
60.09097768,21.82444811,24.4071014,26.87015517,2.736662541,81.93094373
77.89771074,19.98554999,28.71226736,23.31882378,2.643451177,93.09607501
68.99783585,24.9818843,34.905489,34.2758656,3.358982701,78.24103162
72.11801264,43.19773119,20.81389087,21.02626229,8.432594806,77.92666668
77.74756017,25.29080138,22.91265724,48.36954425,0.272876507,84.06427309
83.40032051,44.64372228,22.28555441,47.1266144,2.301812789,72.91469247
50.27970941,29.55691367,21.24193068,43.16125562,9.049184203,67.40883127
52.53497716,20.37491755,37.76587965,46.41351218,6.398964361,70.13779059
35.63891639,41.73420275,34.86789674,25.21128598,2.268470955,65.23894596
64.69680846,28.81066119,13.2699997,29.13936786,2.191449682,77.75940427
32.15653643,36.29014031,13.24370057,38.39416667,8.626181018,60.23753403
57.93588109,44.5113475,22.83608545,36.32656662,8.937575083,70.55151955
62.55867808,16.50526051,12.9597213,45.0805368,2.56131091,88.5383565
47.19247513,17.90083679,28.57279286,37.23489623,4.205103581,82.62368405
65.44999563,36.61370224,14.31074822,49.90481187,8.345957386,77.69061253
31.830015,23.4547501,25.67119792,20.68276099,7.710074386,65.83780221
32.24089132,20.52904191,10.21659841,42.4848984,8.139161066,74.48927442
79.35603364,16.18085639,19.49789045,36.39356703,5.183981908,90.36887599
51.61143848,15.65540136,30.31572171,36.11239003,9.115490483,73.35059704
37.62363076,38.23456809,24.52116821,19.66260177,3.25951544,60.43864049
61.3345956,19.03300282,39.34808458,40.35208066,1.566721343,76.98396377
76.19961319,29.03161848,36.22311388,45.51692101,7.087323326,88.44743439
42.94926165,33.17690446,20.77212337,14.83468077,5.39354416,67.92076346
67.37342855,27.85055402,11.36459624,33.14735767,8.545857688,86.75982319
35.1208479,15.81319957,35.368789,22.64606731,0.811592491,72.88795724
33.10090327,38.50504508,37.33702931,49.52966537,8.436924034,64.27976706
61.88127789,15.31539674,34.6188218,26.54747671,2.932946532,87.3222003
62.4381073,37.85669683,13.83849823,15.27440782,6.548556672,79.178914
68.24579409,41.79913481,39.93745403,22.18359313,0.401287891,73.36530157
73.56548002,27.98519763,17.75752665,34.42272754,6.095812963,88.97404757
88.55112477,31.06627419,31.72614738,8.424021711,7.172716892,83.70965395
60.9780209,29.30950178,37.24104629,32.16208641,3.687502145,83.28309391
49.37738838,26.67625856,17.07061343,46.90511416,2.154107053,69.09972271
77.71117169,41.62273606,37.24775664,43.26632544,5.376306766,74.64334068
46.24993508,41.81800532,19.28444738,8.04530915,8.331908044,67.19294313
56.33828524,25.07449094,39.29239667,49.70254454,3.235473583,70.52897211
34.70738288,33.45209262,18.43780061,36.44271157,2.524692975,71.88665235
31.5210446,42.80722686,38.60307474,12.30263709,2.789353086,51.76593039
87.75890488,43.86175497,11.60633953,5.558724013,9.491321529,75.00807583
80.15880723,30.26877121,31.27816035,12.70771863,3.592769158,71.22507777
71.75845237,28.58474416,25.96333402,42.71791643,0.036042399,89.82121245
54.53717666,23.36082948,24.33631231,5.973769623,7.81681208,75.5290035
40.3976592,43.7661562,16.70482943,15.49162866,6.992747953,74.93257477
39.38622256,19.28442913,31.16787369,39.07875179,1.285682646,79.44055404
45.01457389,32.39488728,15.72428474,31.37497412,9.849042491,72.46294565
62.95359988,23.47650803,26.58525388,40.22310697,6.080622853,76.46738756
72.87575536,23.37024871,17.59736089,38.57677267,5.007794909,79.42326193
69.6118426,27.14905762,38.66864139,7.27706242,3.822192676,80.66127649
46.79603382,44.96378807,10.85893582,45.16301386,8.986727556,65.43286788
87.29191684,16.64898921,15.9918484,15.21643254,2.439634814,86.99250527
74.273815,32.35625455,17.26931819,29.90265981,2.857689002,73.92278591
63.26124315,17.47716474,22.42203477,33.99296704,1.224108067,80.47222175
66.70324477,19.6356249,16.98190726,12.58826949,7.591190956,92.86513928
55.17600375,28.18688825,24.74047271,48.93040655,5.955492804,86.19545492
44.86385937,30.31380394,36.1739657,26.96701802,6.090661693,69.65614376
51.35836072,22.76377225,31.36190264,7.593921302,2.18470431,77.62407382
75.47076663,24.49371393,27.39885942,47.17679202,6.511683891,80.62832573
30.86360932,17.60901061,12.67009534,31.38205294,7.654584472,70.18629789
36.96435843,24.09659352,30.81976325,36.46369391,3.578885307,78.32139929
32.76015852,43.99675318,14.99242853,28.63291055,8.01347144,70.99367865
32.44372814,43.34122145,33.59102158,42.56320796,3.487905885,55.48204562
81.32763504,25.0463487,17.50170276,6.491005799,7.581384615,84.92802987
72.21947156,32.12561809,22.51146185,17.07702644,0.337301075,78.71648812
58.45042975,42.28786173,20.51410607,26.13417604,5.511646015,67.98252306
35.87004964,15.18551468,35.76441744,8.447162734,9.695265606,78.0668091
59.49695251,39.32050711,13.79633376,36.76580012,9.812446007,64.94477932
58.40830625,43.45108658,26.96934647,22.71485363,2.817525783,71.60841743
40.39211219,17.73977203,14.26184828,17.27005956,4.413990911,82.27097216
56.03109895,19.84343058,31.14387508,5.152048106,0.62977908,79.69617188
53.91028406,43.82238908,37.15234383,37.39236403,8.733413076,67.80339582
66.95100588,31.12620431,23.03822962,42.5214189,5.685721531,78.37852428
68.10561905,15.42589903,24.64276781,22.77682411,3.851006789,92.33542953
32.71824059,22.72895996,37.82268509,30.38980897,1.127705585,62.82434642
52.47675688,28.49831023,25.62974166,15.24589817,9.467672855,70.83697817
67.55159494,35.78726733,24.62795314,32.99889408,5.302190478,74.96631228
60.18817551,36.99481134,27.34987308,5.546185624,2.829279291,59.59632373
81.38939047,44.86264539,30.67689209,26.98897537,3.502151301,69.01949184
69.5216179,23.62533598,13.20650125,33.98924668,2.706971809,81.25173213
39.77606562,31.14660306,34.63331583,46.3186298,6.018098089,71.76664573
34.23412484,30.99970644,23.06515082,22.16011177,9.299635758,62.90328304
68.54515669,27.16935778,12.1704553,39.43355913,8.566938033,77.02760691
31.59067863,20.07485682,33.58548008,31.89591635,4.603808754,74.96858457
65.14653488,44.3236969,21.30849915,46.71554508,8.264993623,61.72486151
86.41381449,40.5995156,13.01102485,22.9269954,4.231054813,70.97353931
64.52845067,29.94999085,29.01337119,19.35929029,2.523071408,75.76367548
53.29019557,33.09736268,36.4039406,44.92138994,9.834151153,60.98539491
68.59729311,21.81783161,36.63260528,7.215998063,3.03887568,74.07980433
57.49517343,31.31361211,38.72990424,11.13734268,3.23724231,75.41803716
62.73700736,35.84910399,36.03116379,8.708199556,9.896928678,74.11141517
86.48788853,30.45501085,10.06422758,42.93994805,1.339274932,92.11462672
53.16615827,44.70855512,21.40723499,5.477334052,7.60533988,71.81587027
87.67143383,33.34024969,34.5562774,43.774572,9.358127585,85.18247039
84.32103852,26.12921138,20.98759018,25.30705079,5.117949943,75.34405681
41.74746809,38.16456083,28.04645519,5.181137548,0.025217617,70.07464173
34.16167805,20.11387535,28.18950842,23.07403297,3.750589441,70.40538728
36.04668008,26.53547441,20.95075912,13.40603785,1.115689924,69.1727178
31.09330954,25.40876851,37.13421782,33.09802194,4.161876609,70.33408756
35.66657765,27.95421285,25.09685036,35.57114555,7.900267616,59.89191235
70.9804064,38.45339478,23.94352618,26.93874067,4.387115489,66.76833007
34.27131891,29.52519096,39.92541237,6.823378645,4.319251213,68.97388095
49.13853782,38.82043351,24.80501092,34.5257962,5.567894769,70.58211459
80.69251866,32.29466709,15.35194756,42.89174526,5.816905847,83.34693348
31.39631614,25.26208304,25.39208269,37.41459248,8.562963088,63.88468453
78.86810896,39.29936231,34.42050207,42.34810635,3.083554392,79.61237753
46.91128649,22.14869012,33.30580981,14.02292856,8.216712644,76.45270833
37.08988966,21.73148939,33.65745295,44.99995728,5.659337487,71.69251919
71.80422992,30.13508772,31.24071352,19.49870528,3.005295497,73.13685901
67.73657081,22.82547738,17.62653487,5.603216641,2.95126044,82.07617967
82.64832081,15.27261105,35.86252258,42.95262408,3.611375171,92.73030452
74.10426263,34.44892582,36.80330396,47.3819571,6.226932426,81.79133823
78.20885582,30.33281464,15.8245809,34.50011888,2.308117314,82.5754033
